logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
rua gomes pacheco;513;apto 0202 edf chalupa;467583,92;Espinheiro;Recife;PE;1981;1134;195,3;0,03596;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-09;Bom;Apartamento;0,00;27006;-8.040133;-34.889706;2025
rua gomes pacheco;513;apto 0602 edf chalupa;478718,06;Espinheiro;Recife;PE;1981;1134;195,3;0,03596;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-20;Bom;Apartamento;0,00;27006;-8.040133;-34.889706;2025
rua gomes pacheco;465;apto 0101 edf baia de parma;315592,61;Espinheiro;Recife;PE;2001;1162,6;102,65;0,0145;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-11;Bom;Apartamento;0,00;27006;-8.040331;-34.889346;2025
rua gomes pacheco;465;apto 0801 edf baia de parma;328860,91;Espinheiro;Recife;PE;2001;1162,6;102,65;0,0145;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-19;Bom;Apartamento;0,00;27006;-8.040331;-34.889346;2025
rua gomes pacheco;465;apto 0404 edf baia de parma;321212,18;Espinheiro;Recife;PE;2001;1162,6;102,65;0,0145;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-10;Bom;Apartamento;0,00;27006;-8.040331;-34.889346;2025
rua gomes pacheco;465;apto 0502 edf baia de parma;331016,00;Espinheiro;Recife;PE;2001;1162,6;105,42;0,0149;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-22;Bom;Apartamento;260000,00;27006;-8.040331;-34.889346;2025
rua gomes pacheco;465;apto 0702 edf baia de parma;334933,90;Espinheiro;Recife;PE;2001;1162,6;105,42;0,0149;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-28;Bom;Apartamento;129829,38;27006;-8.040331;-34.889346;2025
rua marques do parana;221;apto 0102 edf trevo;330000,00;Espinheiro;Recife;PE;1983;396;97,87;0,08333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-18;Bom;Apartamento;0,00;49018;-8.041517;-34.889136;2025
rua marques do parana;209;;759797,25;Espinheiro;Recife;PE;2011;422,5;311,85;1;Simples;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2025-06-06;Bom;Edificação Especial;0,00;49018;-8.041581;-34.889229;2025
rua alfredo de carvalho;80;apto 404 edf espinheiro family class;750000,00;Espinheiro;Recife;PE;2016;3189,91;138,08;0,01198;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;500000,00;2402;-8.040963;-34.889283;2025
rua alfredo de carvalho;80;apto 806 edf espinheiro family class;625000,00;Espinheiro;Recife;PE;2016;3189,91;138,27;0,012;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-26;Bom;Apartamento;437500,00;2402;-8.040963;-34.889283;2025
rua alfredo de carvalho;80;apto 1102 edf espinheiro family class;700000,00;Espinheiro;Recife;PE;2016;3189,91;136,98;0,01188;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-04;Bom;Apartamento;232000,00;2402;-8.040963;-34.889283;2025
rua affonso neves baptista;172;apto 0802 edf mar vermelho;377690,93;Espinheiro;Recife;PE;1982;712,24;150,53;0,05555;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-22;Bom;Apartamento;0,00;1007;-8.040233;-34.890197;2025
rua affonso neves baptista;172;apto 0101 edf mar vermelho;362452,52;Espinheiro;Recife;PE;1982;712,24;150,53;0,05555;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-11;Bom;Apartamento;210000,00;1007;-8.040233;-34.890197;2025
rua alfredo de medeiros;125;apto 1406 edf vie vert studio prime;430000,00;Espinheiro;Recife;PE;2017;1453,08;99,22;0,01607;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-03;Bom;Apartamento;206000,00;2526;-8.040957;-34.890412;2025
rua alfredo de medeiros;125;apto 1103 edf vie vert studio prime;380000,00;Espinheiro;Recife;PE;2017;1453,08;62,06;0,01005;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-10;Bom;Apartamento;0,00;2526;-8.040957;-34.890412;2025
rua alfredo de medeiros;125;apto 1201 edf vie vert studio prime;460000,00;Espinheiro;Recife;PE;2017;1453,08;98,8;0,016;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-08;Bom;Apartamento;0,00;2526;-8.040957;-34.890412;2025
rua alfredo de medeiros;125;apto 201 edf vie vert studio prime;408000,00;Espinheiro;Recife;PE;2017;1453,08;98,8;0,016;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;0,00;2526;-8.040957;-34.890412;2025
rua alfredo de medeiros;125;apto 902 edf vie vert studio prime;271604,64;Espinheiro;Recife;PE;2017;1453,08;61,13;0,0099;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-20;Bom;Apartamento;0,00;2526;-8.040957;-34.890412;2025
rua alfredo de medeiros;115;apto 501 edf praia farol da barra;500000,00;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-08;Bom;Apartamento;350000,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 1503 edf praia farol da barra;505142,50;Espinheiro;Recife;PE;2008;1263,35;141,12;0,01855;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-20;Bom;Apartamento;0,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 1601 edf praia farol da barra;506945,82;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-15;Bom;Apartamento;0,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 1401 edf praia farol da barra;501015,80;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-15;Bom;Apartamento;0,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 1201 edf praia farol da barra;495155,15;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-15;Bom;Apartamento;0,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 802 edf praia farol da barra;483638,71;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-15;Bom;Apartamento;0,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 602 edf praia farol da barra;477981,33;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-15;Bom;Apartamento;0,00;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;115;apto 301 edf praia farol da barra;469619,09;Espinheiro;Recife;PE;2008;1263,35;140,76;0,0185;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-22;Bom;Apartamento;302280,82;2526;-8.041116;-34.890557;2025
rua alfredo de medeiros;91;apto 1004 edf praia de guaratuba;373412,86;Espinheiro;Recife;PE;2001;1273,96;114,31;0,01772;Superior;Apartamento > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2025-03-27;Bom;Apartamento;0,00;2526;-8.041261;-34.890695;2025
rua alfredo de medeiros;91;apto 0104 edf praia de guaratuba;370000,00;Espinheiro;Recife;PE;2001;1273,96;114,31;0,01772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-13;Bom;Apartamento;0,00;2526;-8.041261;-34.890695;2025
av joao de barros;1500;apto 0006 edf monte libano;145000,00;Espinheiro;Recife;PE;1952;793,95;81;0,10223;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-09-29;Bom;Apartamento;0,00;33405;-8.041336;-34.891241;2025
av norte miguel arraes de alencar;2419;;5184643,00;Encruzilhada;Recife;PE;2007;1151,07;906,89;1;Superior;Instituição Financeira;COMERCIAL COM LIXO ORGANICO;2025-11-18;Bom;Instituição Financeira;0,00;46540;-8.03862;-34.892378;2025
rua quarenta e oito;942;loja 0010 galeria 48 center;135000,00;Encruzilhada;Recife;PE;1988;443,75;21,3;0,04889;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-03-27;Bom;Loja;0,00;52833;-8.038449;-34.894112;2025
rua quarenta e oito;942;loja 0010 galeria 48 center;135000,00;Encruzilhada;Recife;PE;1988;443,75;21,3;0,04889;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-04-09;Bom;Loja;0,00;52833;-8.038449;-34.894112;2025
rua quarenta e oito;1000;apto 1104 edf munique;358358,06;Encruzilhada;Recife;PE;2014;885,69;92,18;0,0178;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-09;Bom;Apartamento;0,00;52833;-8.037972;-34.893977;2025
rua quarenta e oito;1026;;1600000,00;Encruzilhada;Recife;PE;1983;399,63;395,2;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-05-19;Bom;Casa;0,00;52833;-8.037755;-34.893944;2025
rua marques do parana;141;apto 103 edf. porto arromanches;460000,00;Espinheiro;Recife;PE;2020;1359,73;116,8;0,02224;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-06;Bom;Apartamento;322000,00;49018;-8.041815;-34.889561;2025
rua marques do parana;141;apto 902 edf. porto arromanches;410000,00;Espinheiro;Recife;PE;2020;1359,73;94,59;0,01801;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-07;Bom;Apartamento;328000,00;49018;-8.041815;-34.889561;2025
rua marques do parana;141;apto 303 edf. porto arromanches;480000,00;Espinheiro;Recife;PE;2020;1359,73;116,8;0,02224;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;360000,00;49018;-8.041815;-34.889561;2025
av joao de barros;1396;apto 0604 edf leontina rodrigues;246358,12;Espinheiro;Recife;PE;1983;569,85;95,2;0,03909;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-25;Bom;Apartamento;0,00;33405;-8.042243;-34.890717;2025
av joao de barros;1396;apto 0301 edf leontina rodrigues;245000,00;Espinheiro;Recife;PE;1983;569,85;96,56;0,03965;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-12;Bom;Apartamento;0,00;33405;-8.042243;-34.890717;2025
rua alfredo de medeiros;130;apto 0604 edf porte de orleans;310435,08;Espinheiro;Recife;PE;2003;1541,9;99,14;0,01025;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-08;Bom;Apartamento;210000,00;2526;-8.041498;-34.89;2025
rua alfredo de medeiros;130;apto 1402 edf porte de orleans;340000,00;Espinheiro;Recife;PE;2003;1541,9;100,57;0,01072;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-07;Bom;Apartamento;235588,54;2526;-8.041498;-34.89;2025
rua alfredo de medeiros;130;apto 0306 edf porte de orleans;435000,00;Espinheiro;Recife;PE;2003;1541,9;114,87;0,01202;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-25;Bom;Apartamento;300000,00;2526;-8.041498;-34.89;2025
rua dr fernando allain;2;;733362,38;Espinheiro;Recife;PE;2000;220;145,23;1;Simples;Casa;RESIDENCIAL;2025-11-27;Bom;Casa;0,00;24058;-8.042138;-34.889057;2025
rua dr geraldo de andrade;101;apto 1404 edf morada uiraçu;370000,00;Espinheiro;Recife;PE;1993;1327,43;130,03;0,0165;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-13;Bom;Apartamento;0,00;26409;-8.042748;-34.88965;2025
rua dr geraldo de andrade;101;apto 0302 edf morada uiraçu;373827,19;Espinheiro;Recife;PE;1993;1327,43;132,55;0,01682;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-10;Bom;Apartamento;0,00;26409;-8.042748;-34.88965;2025
rua dr geraldo de andrade;75;apto 2401 edf porto real;750000,00;Espinheiro;Recife;PE;2004;1488,85;192,02;0,02;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-05;Bom;Apartamento;348700,00;26409;-8.042918;-34.889907;2025
rua dr geraldo de andrade;75;apto 1601 edf porto real;671267,50;Espinheiro;Recife;PE;2004;1488,85;192,02;0,02;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-30;Bom;Apartamento;0,00;26409;-8.042918;-34.889907;2025
rua marques do parana;136;apto 0102 edf marques do parana;180000,00;Espinheiro;Recife;PE;1972;816;42,94;0,02927;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-02-11;Bom;Apartamento;0,00;49018;-8.042294;-34.889544;2025
rua marques do parana;160;apto 401 edf solar espinheiro;460000,00;Espinheiro;Recife;PE;2009;1232,7;122,77;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-21;Bom;Apartamento;322000,00;49018;-8.042167;-34.889303;2025
rua marques do parana;160;apto 1401 edf solar espinheiro;500000,00;Espinheiro;Recife;PE;2009;1232,7;122,77;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-18;Bom;Apartamento;0,00;49018;-8.042167;-34.889303;2025
rua samuel campelo;260;apto 102 edf praia de itaoca;470000,00;Encruzilhada;Recife;PE;2007;1481,75;110,83;0,01354;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-22;Bom;Apartamento;303000,00;53635;-8.038011;-34.894409;2025
rua samuel campelo;260;apto 1103 edf praia de itaoca;460000,00;Encruzilhada;Recife;PE;2007;1481,75;101,92;0,01245;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-05;Bom;Apartamento;196183,34;53635;-8.038011;-34.894409;2025
rua samuel campelo;260;apto 2401 edf praia de itaoca;475000,00;Encruzilhada;Recife;PE;2007;1481,75;101,92;0,01245;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-04;Bom;Apartamento;0,00;53635;-8.038011;-34.894409;2025
rua samuel campelo;328;apto 1305 edf park home;450000,00;Encruzilhada;Recife;PE;2019;1145,88;110,4;0,01557;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-23;Bom;Apartamento;0,00;53635;;;2025
rua samuel campelo;328;apto 1305 edf park home;450000,00;Encruzilhada;Recife;PE;2019;1145,88;110,4;0,01557;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-12;Bom;Apartamento;0,00;53635;;;2025
rua samuel campelo;328;apto 903 edf park home;360000,00;Encruzilhada;Recife;PE;2019;1145,88;69,21;0,00976;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-03;Bom;Apartamento;0,00;53635;;;2025
rua samuel campelo;328;apto 903 edf park home;360000,00;Encruzilhada;Recife;PE;2019;1145,88;69,21;0,00976;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-03;Bom;Apartamento;0,00;53635;;;2025
av joao de barros;1527;sala 0203 emp phoenix;185000,00;Espinheiro;Recife;PE;1994;901,25;67;0,01681;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-03-10;Bom;Sala;0,00;33405;-8.041347;-34.891738;2025
av joao de barros;1527;sala 0402 emp phoenix;185000,00;Espinheiro;Recife;PE;1994;901,25;66,98;0,01681;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-02-12;Bom;Sala;0,00;33405;-8.041347;-34.891738;2025
av joao de barros;1527;sala 0604 emp phoenix;170000,00;Espinheiro;Recife;PE;1994;901,25;71,29;0,01789;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-10-21;Bom;Sala;0,00;33405;-8.041347;-34.891738;2025
av joao de barros;1527;loja 0108 emp phoenix;169000,00;Espinheiro;Recife;PE;1994;901,25;52,67;0,01321;Médio;Loja > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-04-23;Bom;Loja;0,00;33405;-8.041347;-34.891738;2025
rua do espinheiro;821;;2000000,00;Espinheiro;Recife;PE;1939;620;297,26;1;Médio;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2025-08-22;Bom;Loja;0,00;22713;-8.041798;-34.892362;2025
rua do espinheiro;781;apto 0401 edf forte do brum;549000,00;Espinheiro;Recife;PE;1980;622,3;196,36;0,06244;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-28;Bom;Apartamento;439200,00;22713;-8.042071;-34.892556;2025
rua do espinheiro;781;apto 0702 edf forte do brum;766000,00;Espinheiro;Recife;PE;1980;622,3;380,53;0,12101;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-07;Bom;Apartamento;170000,00;22713;-8.042071;-34.892556;2025
rua quarenta e oito;434;apto 0801 edf nicolau ii;392636,14;Espinheiro;Recife;PE;2000;1762,2;121,34;0,01375;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-19;Bom;Apartamento;0,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 0201 edf nicolau ii;379018,05;Espinheiro;Recife;PE;2000;1762,2;121,34;0,01375;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-05;Bom;Apartamento;238000,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 1103 edf nicolau ii;386000,00;Espinheiro;Recife;PE;2000;1762,2;121,34;0,01375;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-12;Bom;Apartamento;266000,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 0102 edf nicolau ii;388198,70;Espinheiro;Recife;PE;2000;1762,2;125,39;0,0142;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-13;Bom;Apartamento;0,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 1402 edf nicolau ii;419053,90;Espinheiro;Recife;PE;2000;1762,2;125,39;0,0142;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-11;Bom;Apartamento;150000,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 1402 edf nicolau ii;419053,90;Espinheiro;Recife;PE;2000;1762,2;125,39;0,0142;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-11;Bom;Apartamento;150000,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 1302 edf nicolau ii;416595,74;Espinheiro;Recife;PE;2000;1762,2;125,39;0,0142;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-19;Bom;Apartamento;0,00;52833;-8.041729;-34.892726;2025
rua quarenta e oito;434;apto 1204 edf nicolau ii;440000,00;Espinheiro;Recife;PE;2000;1762,2;125,39;0,0142;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-14;Bom;Apartamento;212447,27;52833;-8.041729;-34.892726;2025
rua quarenta e oito;462;apto 1702 bloco a;920000,00;Espinheiro;Recife;PE;2012;3050,18;178,68;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-24;Bom;Apartamento;720000,00;52833;-8.041518;-34.892925;2025
rua quarenta e oito;462;apto 1002 bloco a;900000,00;Espinheiro;Recife;PE;2012;3050,18;178,67;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-19;Bom;Apartamento;0,00;52833;-8.041518;-34.892925;2025
rua quarenta e oito;462;apto 1202 bloco b;974000,00;Espinheiro;Recife;PE;2012;3050,18;178,68;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-20;Bom;Apartamento;750000,00;52833;-8.041518;-34.892925;2025
rua quarenta e oito;462;apto 101 bloco a;800000,00;Espinheiro;Recife;PE;2012;3050,18;178,67;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-27;Bom;Apartamento;0,00;52833;-8.041518;-34.892925;2025
rua quarenta e oito;462;apto 1502 bloco b;900000,00;Espinheiro;Recife;PE;2012;3050,18;178,68;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;700000,00;52833;-8.041518;-34.892925;2025
rua teofilo de vasconcelos;41;;1180000,00;Encruzilhada;Recife;PE;1939;396,1;231;1;Médio;Casa;RESIDENCIAL;2025-02-13;Regular;Casa;0,00;60607;-8.037552;-34.895346;2025
rua teofilo de vasconcelos;41;;1180000,00;Encruzilhada;Recife;PE;1939;396,1;231;1;Médio;Casa;RESIDENCIAL;2025-07-17;Regular;Casa;0,00;60607;-8.037552;-34.895346;2025
rua samuel campelo;380;apto 1201 edf rio ticiano;900000,00;Encruzilhada;Recife;PE;2009;1284,19;188,29;0,02272;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-09;Bom;Apartamento;338388,54;53635;-8.037737;-34.895514;2025
rua gomes de matos junior;58;apto 1407 edf empreendimento carrilho premium 3;272000,00;Encruzilhada;Recife;PE;2024;1946,02;40,39;0,00342;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-20;Bom;Apartamento;239000,00;26980;;;2025
rua gomes de matos junior;58;apto 1201 edf empreendimento carrilho premium 3;315000,00;Encruzilhada;Recife;PE;2024;1946,02;84,98;0,00579;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-12;Bom;Apartamento;279000,00;26980;;;2025
rua gomes de matos junior;58;apto 1601 edf empreendimento carrilho premium 3;320000,00;Encruzilhada;Recife;PE;2024;1946,02;50,15;0,00425;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-26;Bom;Apartamento;256805,06;26980;;;2025
rua gomes de matos junior;58;apto 815 edf empreendimento carrilho premium 3;305000,00;Encruzilhada;Recife;PE;2024;1946,02;52,52;0,00445;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-30;Bom;Apartamento;274500,00;26980;;;2025
rua gomes de matos junior;58;apto 1114 edf empreendimento carrilho premium 3;305000,00;Encruzilhada;Recife;PE;2024;1946,02;49,73;0,00421;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-04;Bom;Apartamento;269000,00;26980;;;2025
rua gomes de matos junior;58;apto 1905 edf empreendimento carrilho premium 3;310000,00;Encruzilhada;Recife;PE;2024;1946,02;51,47;0,00436;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-08;Bom;Apartamento;278000,00;26980;;;2025
rua gomes de matos junior;58;apto 2007 edf empreendimento carrilho premium 3;285000,00;Encruzilhada;Recife;PE;2024;1946,02;40,39;0,00342;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-06;Bom;Apartamento;256500,00;26980;;;2025
rua gomes de matos junior;58;apto 1602 edf empreendimento carrilho premium 3;275000,00;Encruzilhada;Recife;PE;2024;1946,02;40,39;0,00342;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-11;Bom;Apartamento;219148,79;26980;;;2025
rua gomes de matos junior;58;apto 102 edf empreendimento carrilho premium 3;295000,00;Encruzilhada;Recife;PE;2024;1946,02;52,52;0,00445;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-03;Bom;Apartamento;262626,00;26980;;;2025
rua gomes de matos junior;58;apto 1401 edf empreendimento carrilho premium 3;315000,00;Encruzilhada;Recife;PE;2024;1946,02;50,15;0,00425;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-06;Bom;Apartamento;279000,00;26980;;;2025
rua gomes de matos junior;58;apto 1505 edf empreendimento carrilho premium 3;320000,00;Encruzilhada;Recife;PE;2024;1946,02;51,47;0,00436;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-26;Bom;Apartamento;264160,00;26980;;;2025
rua gomes de matos junior;58;apto 1501 edf empreendimento carrilho premium 3;500371,33;Encruzilhada;Recife;PE;2024;1946,02;50,15;0,00425;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-03;Bom;Apartamento;152219,20;26980;;;2025
rua gomes de matos junior;58;apto 1101 edf empreendimento carrilho premium 3;285000,00;Encruzilhada;Recife;PE;2024;1946,02;42,11;0,00357;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-01;Bom;Apartamento;208845,05;26980;;;2025
rua gomes de matos junior;58;apto 1107 edf empreendimento carrilho premium 3;300000,00;Encruzilhada;Recife;PE;2024;1946,02;45,77;0,00387;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;270000,00;26980;;;2025
rua conselheiro portela;665;loja 0013 galeria cons portela center;220000,00;Aflitos;Recife;PE;1997;1621,8;34,17;0,01528;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-05-12;Bom;Loja;0,00;52221;-8.040062;-34.892836;2025
rua conselheiro portela;621;apto 0402 edf araras - bloco a;240000,00;Aflitos;Recife;PE;1988;869,34;114,52;0,0625;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-29;Bom;Apartamento;0,00;52221;-8.040232;-34.893165;2025
rua conselheiro portela;565;apto 101 edf studio madison residence;371007,32;Aflitos;Recife;PE;2011;2164,2;107,35;0,01322;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-08;Bom;Apartamento;0,00;52221;-8.040594;-34.893415;2025
